,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Att,Cmp%,Att.1,Att.2,Att.3,xA,1/3_x,PPA,Prog_x,SCA,TklW,Att_def,Tkl%,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Att_pos,Succ%,Prog_y,1/3_y,CPA,Won,Lost,Won%,Live,FK,Press,Sw,Crs,Ground,Low,High,TI,Out.1,Att_aer,Prog+,short_model,medium_model,long_model,live_model,fk_model,sw_model,crs_model,ground_model,low_model,high_model,ti_model,press_model,model_final,diff_pass,Season
333,Umut Bozok,FW,Nimes,fr Ligue 1,13.7,2,28.0,2.7,301.0,74.1,147.0,102.0,30.0,2.1,14.0,6.0,16.0,33.0,4.0,9.0,44.4,5.0,2.0,13.0,478.0,49.0,23.0,40.0,57.5,38.0,9.0,4.0,14.0,30.0,31.8,275.0,0.0,67.0,4.0,5.0,231.0,41.0,29.0,1.0,9,44.0,54.0,48.83720930232558,33.88704318936877,9.966777408637874,91.36212624584718,0.0,1.3289036544850499,1.6611295681063123,76.74418604651163,13.621262458471762,9.634551495016611,0.33222591362126247,22.259136212624586,79.2,-5.1,2018
334,Filip Bradaric,MF,Cagliari,it Serie A,16.6,0,15.0,0.4,1042.0,84.7,447.0,395.0,164.0,0.8,82.0,24.0,94.0,22.0,9.0,28.0,32.1,32.0,22.0,55.0,1208.0,11.0,3.0,6.0,50.0,61.0,18.0,1.0,19.0,11.0,63.3,1001.0,38.0,137.0,29.0,7.0,765.0,118.0,159.0,1.0,14,30.0,155.0,42.89827255278311,37.907869481765836,15.738963531669866,96.06525911708253,3.6468330134357005,2.783109404990403,0.6717850287907869,73.41650671785028,11.324376199616124,15.259117082533589,0.09596928982725528,13.147792706333973,81.7,3.0,2018
335,Robbie Brady,"MF,FW",Burnley,eng Premier League,8.0,0,12.0,0.7,285.0,56.1,97.0,90.0,80.0,1.2,16.0,10.0,20.0,24.0,3.0,11.0,27.3,19.0,10.0,25.0,380.0,15.0,7.0,12.0,58.3,45.0,15.0,4.0,9.0,7.0,56.3,243.0,15.0,65.0,25.0,26.0,141.0,43.0,101.0,7.0,15,16.0,65.0,34.03508771929825,31.57894736842105,28.07017543859649,85.26315789473684,5.2631578947368425,8.771929824561404,9.12280701754386,49.473684210526315,15.087719298245615,35.43859649122807,2.456140350877193,22.80701754385965,66.0,-9.9,2018
336,Martin Braithwaite,FW,Leganes,es La Liga,15.6,4,29.0,3.6,249.0,73.9,150.0,71.0,13.0,1.9,11.0,4.0,9.0,23.0,0.0,9.0,0.0,7.0,1.0,8.0,423.0,63.0,18.0,37.0,48.6,27.0,14.0,9.0,30.0,41.0,42.3,243.0,0.0,69.0,1.0,7.0,152.0,67.0,30.0,0.0,7,71.0,36.0,60.24096385542169,28.514056224899598,5.220883534136546,97.59036144578313,0.0,0.40160642570281124,2.8112449799196786,61.04417670682731,26.907630522088354,12.048192771084338,0.0,27.710843373493976,69.9,4.0,2018
337,Julian Brandt,"MF,FW",Leverkusen,de Bundesliga,29.6,7,66.0,7.9,1876.0,77.5,859.0,609.0,323.0,9.0,117.0,63.0,191.0,151.0,3.0,47.0,6.4,33.0,17.0,38.0,2230.0,141.0,70.0,112.0,62.5,244.0,93.0,36.0,19.0,27.0,41.3,1705.0,55.0,337.0,69.0,61.0,1366.0,233.0,277.0,19.0,25,46.0,435.0,45.788912579957355,32.46268656716418,17.217484008528785,90.88486140724947,2.931769722814499,3.678038379530917,3.251599147121535,72.81449893390192,12.42004264392324,14.76545842217484,1.0127931769722816,17.963752665245202,79.1,-1.6,2018
338,Darko Brasanac,MF,Alaves,es La Liga,17.6,0,8.0,0.5,617.0,80.1,239.0,266.0,87.0,0.4,44.0,5.0,44.0,24.0,12.0,34.0,35.3,22.0,13.0,45.0,777.0,22.0,13.0,20.0,65.0,58.0,16.0,2.0,25.0,23.0,52.1,598.0,9.0,99.0,8.0,9.0,411.0,89.0,117.0,4.0,12,48.0,102.0,38.73581847649919,43.11183144246353,14.100486223662886,96.92058346839546,1.4586709886547813,1.2965964343598055,1.4586709886547813,66.61264181523501,14.424635332252837,18.962722852512155,0.6482982171799028,16.045380875202593,77.2,2.9,2018
339,Pedro Brazao,FW,Nice,fr Ligue 1,0.2,0,0.0,0.0,5.0,100.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,100.0,1.0,0.0,1.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,1.0,60.0,40.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,96.0,4.0,2018
340,Fabian Bredlow,GK,Nurnberg,de Bundesliga,12.5,0,0.0,0.0,465.0,70.5,68.0,163.0,234.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,325.0,25.0,36.0,13.0,0.0,261.0,15.0,189.0,0.0,13,0.0,1.0,14.623655913978494,35.053763440860216,50.32258064516129,69.89247311827957,5.376344086021505,2.795698924731183,0.0,56.12903225806452,3.225806451612903,40.645161290322584,0.0,7.741935483870968,73.9,-3.4,2018
341,Josip Brekalo,"FW,MF",Wolfsburg,de Bundesliga,15.7,3,26.0,2.2,604.0,69.7,199.0,244.0,134.0,1.6,50.0,25.0,83.0,55.0,5.0,29.0,17.2,16.0,11.0,25.0,791.0,39.0,38.0,69.0,55.1,122.0,26.0,11.0,5.0,11.0,31.3,536.0,13.0,118.0,33.0,24.0,427.0,75.0,102.0,17.0,10,16.0,205.0,32.94701986754967,40.397350993377486,22.185430463576157,88.74172185430463,2.152317880794702,5.4635761589403975,3.9735099337748343,70.69536423841059,12.417218543046358,16.887417218543046,2.814569536423841,19.5364238410596,80.1,-10.4,2018
342,Gleison Bremer,DF,Torino,it Serie A,2.0,0,1.0,0.0,103.0,82.5,34.0,40.0,28.0,0.0,5.0,0.0,3.0,1.0,1.0,2.0,50.0,5.0,5.0,10.0,125.0,2.0,1.0,1.0,100.0,7.0,1.0,0.0,6.0,9.0,40.0,101.0,2.0,13.0,10.0,0.0,74.0,15.0,14.0,0.0,3,15.0,10.0,33.00970873786408,38.83495145631068,27.184466019417474,98.05825242718447,1.941747572815534,9.70873786407767,0.0,71.84466019417475,14.563106796116505,13.592233009708737,0.0,12.62135922330097,85.6,-3.1,2018
343,Joshua Brenet,"DF,MF",Hoffenheim,de Bundesliga,10.1,2,10.0,1.7,522.0,79.9,255.0,176.0,70.0,1.5,25.0,17.0,44.0,28.0,11.0,20.0,55.0,16.0,10.0,30.0,644.0,40.0,19.0,33.0,57.6,70.0,17.0,8.0,6.0,11.0,35.3,436.0,4.0,90.0,9.0,43.0,312.0,109.0,101.0,82.0,6,17.0,114.0,48.85057471264368,33.71647509578544,13.409961685823754,83.52490421455938,0.7662835249042146,1.7241379310344827,8.237547892720306,59.770114942528735,20.881226053639846,19.34865900383142,15.708812260536398,17.24137931034483,73.1,6.8,2018
344,Rajko Brezancic,DF,Huesca,es La Liga,0.7,0,0.0,0.0,24.0,62.5,11.0,7.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,16.0,2.0,1.0,2.0,1.0,9.0,8.0,7.0,6.0,1,0.0,3.0,45.833333333333336,29.166666666666668,20.833333333333332,66.66666666666667,8.333333333333334,8.333333333333334,4.166666666666667,37.5,33.333333333333336,29.166666666666668,25.0,4.166666666666667,72.5,-10.0,2018
345,Anthony Briancon,DF,Nimes,fr Ligue 1,32.5,2,23.0,2.7,1263.0,82.5,264.0,586.0,391.0,0.6,75.0,4.0,67.0,13.0,18.0,50.0,36.0,58.0,47.0,100.0,1656.0,26.0,4.0,5.0,80.0,40.0,7.0,0.0,56.0,39.0,58.9,1175.0,86.0,127.0,70.0,2.0,856.0,111.0,296.0,2.0,29,95.0,107.0,20.902612826603324,46.39746634996041,30.95803642121932,93.03246239113223,6.809184481393507,5.542359461599367,0.1583531274742676,67.77513855898654,8.788598574821853,23.43626286619161,0.1583531274742676,10.055423594615993,82.9,-0.4,2018
346,Jimmy Briand,FW,Bordeaux,fr Ligue 1,27.7,7,51.0,6.7,713.0,73.1,388.0,210.0,55.0,2.6,29.0,17.0,48.0,61.0,3.0,25.0,12.0,22.0,6.0,21.0,1017.0,93.0,21.0,33.0,63.6,60.0,30.0,6.0,31.0,76.0,29.0,648.0,6.0,157.0,7.0,12.0,517.0,133.0,63.0,6.0,12,107.0,108.0,54.4179523141655,29.453015427769987,7.713884992987377,90.8835904628331,0.8415147265077139,0.9817671809256662,1.6830294530154277,72.51051893408135,18.653576437587656,8.835904628330995,0.8415147265077139,22.019635343618514,76.2,-3.1,2018
347,Nicolo Brighenti,DF,Frosinone,it Serie A,11.0,0,4.0,0.3,556.0,79.1,170.0,265.0,110.0,0.3,46.0,2.0,62.0,12.0,10.0,20.0,50.0,18.0,31.0,58.0,683.0,7.0,2.0,5.0,40.0,41.0,9.0,0.0,14.0,14.0,50.0,495.0,22.0,74.0,12.0,4.0,355.0,72.0,129.0,39.0,15,28.0,103.0,30.575539568345324,47.66187050359712,19.784172661870503,89.02877697841727,3.9568345323741005,2.158273381294964,0.7194244604316546,63.84892086330935,12.949640287769784,23.201438848920862,7.014388489208633,13.309352517985612,80.9,-1.8,2018
348,Matteo Brighi,MF,Empoli,it Serie A,2.6,1,1.0,0.6,91.0,79.1,39.0,38.0,8.0,0.1,7.0,2.0,10.0,4.0,1.0,8.0,12.5,6.0,5.0,15.0,124.0,3.0,1.0,3.0,33.3,3.0,0.0,0.0,3.0,3.0,50.0,86.0,2.0,14.0,1.0,0.0,54.0,24.0,13.0,1.0,2,6.0,13.0,42.857142857142854,41.75824175824176,8.791208791208792,94.50549450549451,2.197802197802198,1.098901098901099,0.0,59.34065934065934,26.373626373626372,14.285714285714286,1.098901098901099,15.384615384615385,74.0,5.1,2018
349,Enrico Brignola,FW,Sassuolo,it Serie A,1.9,1,6.0,0.4,73.0,80.8,32.0,27.0,11.0,0.1,3.0,1.0,8.0,4.0,0.0,2.0,0.0,2.0,1.0,4.0,97.0,7.0,2.0,3.0,66.7,9.0,3.0,2.0,1.0,3.0,25.0,70.0,0.0,19.0,3.0,1.0,48.0,16.0,9.0,1.0,0,4.0,17.0,43.83561643835616,36.986301369863014,15.068493150684931,95.89041095890411,0.0,4.109589041095891,1.36986301369863,65.75342465753425,21.91780821917808,12.32876712328767,1.36986301369863,26.027397260273972,77.5,3.3,2018
350,Miguel Britos,DF,Watford,eng Premier League,2.1,0,0.0,0.0,56.0,85.7,18.0,25.0,12.0,0.0,3.0,0.0,5.0,0.0,2.0,4.0,50.0,2.0,2.0,6.0,81.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,100.0,55.0,1.0,5.0,2.0,1.0,35.0,7.0,14.0,0.0,0,3.0,7.0,32.142857142857146,44.642857142857146,21.428571428571427,98.21428571428571,1.7857142857142858,3.5714285714285716,1.7857142857142858,62.5,12.5,25.0,0.0,8.928571428571429,77.0,8.7,2018
351,David Brooks,"MF,FW",Bournemouth,eng Premier League,25.1,7,40.0,6.2,886.0,73.8,437.0,287.0,98.0,4.0,52.0,38.0,95.0,64.0,16.0,52.0,30.8,40.0,23.0,63.0,1256.0,97.0,40.0,75.0,53.3,132.0,42.0,23.0,9.0,30.0,23.1,824.0,14.0,156.0,17.0,22.0,646.0,130.0,110.0,8.0,26,39.0,227.0,49.32279909706546,32.39277652370203,11.060948081264108,93.00225733634312,1.580135440180587,1.9187358916478556,2.4830699774266365,72.91196388261851,14.672686230248306,12.415349887133182,0.9029345372460497,17.607223476297968,77.3,-3.5,2018
352,John Brooks,DF,Wolfsburg,de Bundesliga,29.0,3,20.0,3.1,1728.0,86.3,205.0,881.0,624.0,1.0,117.0,4.0,132.0,13.0,13.0,30.0,43.3,45.0,19.0,56.0,2018.0,33.0,7.0,9.0,77.8,99.0,6.0,0.0,49.0,16.0,75.4,1654.0,71.0,196.0,133.0,1.0,1305.0,125.0,298.0,3.0,21,65.0,231.0,11.863425925925926,50.9837962962963,36.111111111111114,95.7175925925926,4.108796296296297,7.6967592592592595,0.05787037037037037,75.52083333333333,7.233796296296297,17.24537037037037,0.1736111111111111,11.342592592592593,88.1,-1.8,2018
353,Daniel Brosinski,DF,Mainz 05,de Bundesliga,24.5,3,15.0,0.6,1342.0,70.4,370.0,562.0,374.0,4.4,73.0,36.0,117.0,57.0,12.0,37.0,32.4,49.0,16.0,39.0,1564.0,21.0,7.0,19.0,36.8,92.0,47.0,6.0,13.0,20.0,39.4,1012.0,27.0,154.0,54.0,75.0,595.0,264.0,483.0,283.0,31,33.0,209.0,27.570789865871834,41.87779433681073,27.868852459016395,75.40983606557377,2.0119225037257826,4.023845007451565,5.588673621460507,44.336810730253355,19.672131147540984,35.991058122205665,21.087928464977644,11.475409836065573,71.4,-1.0,2018
354,Marcelo Brozovic,MF,Inter,it Serie A,29.4,2,24.0,0.9,2647.0,86.9,875.0,1134.0,591.0,3.0,296.0,46.0,251.0,119.0,36.0,109.0,33.0,52.0,35.0,151.0,2977.0,17.0,31.0,41.0,75.6,174.0,47.0,2.0,17.0,21.0,44.7,2428.0,108.0,367.0,134.0,40.0,1933.0,300.0,414.0,13.0,28,38.0,425.0,33.056290139780884,42.84095202115603,22.327162825840574,91.72648281072912,4.080090668681526,5.062334718549301,1.511144692104269,73.0260672459388,11.333585190782017,15.640347563279184,0.4911220249338874,13.864752550056668,84.1,2.8,2018
355,Bruma,"MF,FW",RB Leipzig,de Bundesliga,6.1,1,12.0,0.5,355.0,81.1,198.0,111.0,35.0,1.2,23.0,6.0,26.0,22.0,0.0,6.0,0.0,7.0,2.0,8.0,433.0,23.0,15.0,25.0,60.0,56.0,25.0,6.0,0.0,5.0,0.0,331.0,7.0,38.0,5.0,5.0,295.0,28.0,32.0,7.0,2,5.0,82.0,55.774647887323944,31.267605633802816,9.859154929577464,93.2394366197183,1.971830985915493,1.408450704225352,1.408450704225352,83.09859154929578,7.887323943661972,9.014084507042254,1.971830985915493,10.704225352112676,85.1,-4.0,2018
356,Jeffrey Bruma,DF,Schalke 04,de Bundesliga,6.9,0,2.0,0.1,307.0,82.4,67.0,139.0,95.0,0.0,22.0,3.0,31.0,1.0,4.0,9.0,44.4,13.0,1.0,11.0,375.0,3.0,5.0,5.0,100.0,17.0,4.0,0.0,16.0,9.0,64.0,299.0,6.0,60.0,18.0,1.0,219.0,24.0,64.0,2.0,6,25.0,48.0,21.824104234527688,45.27687296416938,30.944625407166125,97.39413680781759,1.9543973941368078,5.863192182410423,0.3257328990228013,71.33550488599349,7.817589576547231,20.846905537459282,0.6514657980456026,19.54397394136808,83.1,-0.7,2018
357,Bruno,DF,Brighton,eng Premier League,12.6,0,2.0,0.1,638.0,78.8,204.0,281.0,139.0,0.3,32.0,9.0,45.0,16.0,14.0,18.0,77.8,10.0,12.0,38.0,727.0,4.0,7.0,11.0,63.6,24.0,9.0,0.0,11.0,12.0,47.8,515.0,8.0,93.0,14.0,14.0,382.0,104.0,152.0,114.0,14,23.0,69.0,31.974921630094045,44.043887147335425,21.786833855799372,80.72100313479623,1.2539184952978057,2.19435736677116,2.19435736677116,59.874608150470216,16.300940438871475,23.82445141065831,17.86833855799373,14.576802507836991,80.0,-1.2,2018
358,Jacob Bruun Larsen,"FW,MF",Dortmund,de Bundesliga,14.1,2,26.0,3.6,535.0,77.9,281.0,182.0,51.0,2.9,9.0,14.0,41.0,30.0,4.0,22.0,18.2,21.0,10.0,25.0,713.0,52.0,25.0,50.0,50.0,63.0,21.0,11.0,9.0,17.0,34.6,506.0,3.0,74.0,12.0,7.0,412.0,67.0,56.0,11.0,9,26.0,104.0,52.52336448598131,34.018691588785046,9.532710280373832,94.57943925233644,0.5607476635514018,2.2429906542056073,1.308411214953271,77.00934579439253,12.523364485981308,10.467289719626168,2.05607476635514,13.83177570093458,82.3,-4.4,2018
359,Bryan,"MF,FW",Sevilla,es La Liga,1.9,1,4.0,0.5,81.0,66.7,41.0,26.0,6.0,0.5,3.0,2.0,4.0,4.0,1.0,6.0,16.7,1.0,2.0,8.0,123.0,10.0,9.0,17.0,52.9,13.0,0.0,2.0,1.0,3.0,25.0,77.0,0.0,16.0,0.0,7.0,51.0,23.0,7.0,4.0,2,4.0,17.0,50.617283950617285,32.098765432098766,7.407407407407407,95.06172839506173,0.0,0.0,8.641975308641975,62.96296296296296,28.395061728395063,8.641975308641975,4.938271604938271,19.753086419753085,67.1,-0.4,2018
360,Joe Bryan,DF,Fulham,eng Premier League,26.1,0,21.0,0.7,1281.0,71.6,486.0,509.0,238.0,2.1,79.0,24.0,106.0,43.0,27.0,55.0,49.1,46.0,42.0,109.0,1586.0,38.0,22.0,32.0,68.8,129.0,42.0,11.0,32.0,28.0,53.3,1017.0,26.0,191.0,23.0,73.0,629.0,229.0,423.0,222.0,29,60.0,235.0,37.93911007025761,39.73458235753318,18.579234972677597,79.39110070257611,2.029664324746292,1.795472287275566,5.698672911787666,49.102263856362214,17.87665886026542,33.021077283372364,17.330210772833723,14.910226385636221,70.9,0.7,2018
361,Gianluigi Buffon,GK,Paris S-G,fr Ligue 1,17.0,0,0.0,0.0,402.0,91.3,72.0,213.0,112.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,446.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,100.0,274.0,25.0,19.0,4.0,0.0,307.0,31.0,64.0,0.0,3,1.0,0.0,17.91044776119403,52.985074626865675,27.860696517412936,68.1592039800995,6.218905472636816,0.9950248756218906,0.0,76.3681592039801,7.711442786069652,15.92039800995025,0.0,4.72636815920398,87.8,3.5,2018
362,Niko Bungert,DF,Mainz 05,de Bundesliga,3.2,0,1.0,0.3,112.0,89.3,25.0,62.0,24.0,0.0,5.0,0.0,3.0,1.0,1.0,2.0,50.0,8.0,1.0,8.0,146.0,1.0,0.0,0.0,,1.0,0.0,0.0,7.0,4.0,63.6,109.0,3.0,16.0,3.0,0.0,86.0,16.0,10.0,0.0,2,11.0,4.0,22.321428571428573,55.357142857142854,21.428571428571427,97.32142857142857,2.6785714285714284,2.6785714285714284,0.0,76.78571428571429,14.285714285714286,8.928571428571429,0.0,14.285714285714286,87.5,1.8,2018
363,Guido Burgstaller,FW,Schalke 04,de Bundesliga,17.0,4,46.0,6.2,302.0,64.6,142.0,106.0,24.0,1.1,13.0,9.0,17.0,28.0,1.0,8.0,12.5,14.0,1.0,14.0,519.0,106.0,8.0,22.0,36.4,33.0,14.0,8.0,23.0,46.0,33.3,270.0,0.0,59.0,5.0,21.0,173.0,80.0,49.0,4.0,9,69.0,50.0,47.019867549668874,35.09933774834437,7.947019867549669,89.40397350993378,0.0,1.6556291390728477,6.953642384105961,57.28476821192053,26.490066225165563,16.225165562913908,1.3245033112582782,19.5364238410596,66.0,-1.4,2018
364,Burgui,"MF,FW",Alaves,es La Liga,6.2,1,8.0,0.9,212.0,78.8,98.0,72.0,35.0,0.6,17.0,7.0,23.0,24.0,1.0,4.0,25.0,5.0,0.0,7.0,262.0,9.0,7.0,14.0,50.0,36.0,7.0,3.0,3.0,3.0,50.0,189.0,11.0,47.0,2.0,5.0,143.0,33.0,36.0,3.0,4,6.0,59.0,46.22641509433962,33.9622641509434,16.50943396226415,89.15094339622641,5.188679245283019,0.9433962264150944,2.358490566037736,67.45283018867924,15.566037735849056,16.9811320754717,1.4150943396226414,22.169811320754718,77.1,1.7,2018
365,Jonathan Burkardt,"FW,MF",Mainz 05,de Bundesliga,2.9,0,7.0,1.4,57.0,59.6,17.0,28.0,9.0,0.5,1.0,4.0,4.0,8.0,2.0,4.0,50.0,3.0,3.0,8.0,97.0,14.0,2.0,6.0,33.3,6.0,3.0,1.0,3.0,2.0,60.0,56.0,0.0,10.0,0.0,5.0,30.0,15.0,12.0,0.0,0,5.0,10.0,29.82456140350877,49.12280701754386,15.789473684210526,98.24561403508773,0.0,0.0,8.771929824561404,52.63157894736842,26.31578947368421,21.05263157894737,0.0,17.54385964912281,64.9,-5.3,2018
366,Roman Burki,GK,Dortmund,de Bundesliga,32.0,0,0.0,0.0,1066.0,70.1,104.0,360.0,602.0,0.0,11.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1141.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,781.0,61.0,71.0,36.0,0.0,550.0,55.0,461.0,0.0,30,0.0,1.0,9.75609756097561,33.771106941838646,56.47279549718574,73.26454033771107,5.722326454033771,3.377110694183865,0.0,51.594746716697934,5.159474671669794,43.24577861163227,0.0,6.6604127579737336,71.2,-1.1,2018
367,Patrick Burner,DF,Nice,fr Ligue 1,15.0,0,9.0,0.2,742.0,84.8,328.0,318.0,77.0,0.3,29.0,6.0,35.0,12.0,16.0,33.0,48.5,26.0,20.0,58.0,917.0,5.0,14.0,30.0,46.7,62.0,17.0,3.0,10.0,12.0,45.5,609.0,15.0,112.0,9.0,22.0,497.0,142.0,103.0,117.0,11,22.0,97.0,44.20485175202156,42.857142857142854,10.377358490566039,82.0754716981132,2.0215633423180592,1.2129380053908356,2.964959568733154,66.98113207547169,19.137466307277627,13.881401617250674,15.768194070080863,15.09433962264151,82.6,2.2,2018
368,Sergio Busquets,MF,Barcelona,es La Liga,30.2,0,6.0,0.4,2397.0,90.2,952.0,1039.0,331.0,1.2,239.0,15.0,167.0,51.0,37.0,99.0,37.4,71.0,35.0,115.0,2673.0,11.0,17.0,21.0,81.0,112.0,31.0,0.0,32.0,44.0,42.1,2298.0,95.0,363.0,62.0,1.0,1911.0,235.0,251.0,4.0,19,76.0,279.0,39.716312056737586,43.34584897788903,13.808927826449729,95.86983729662077,3.963287442636629,2.586566541510221,0.041718815185648725,79.72465581977472,9.803921568627452,10.47142261159783,0.1668752607425949,15.143929912390488,86.5,3.7,2018
369,Gaetan Bussmann,DF,Mainz 05,de Bundesliga,1.0,0,0.0,0.0,57.0,70.2,23.0,25.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,16.7,0.0,1.0,3.0,58.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,1.0,66.7,50.0,0.0,7.0,2.0,1.0,32.0,2.0,23.0,7.0,3,3.0,4.0,40.35087719298246,43.85964912280702,15.789473684210526,87.71929824561404,0.0,3.508771929824561,1.7543859649122806,56.14035087719298,3.508771929824561,40.35087719298246,12.280701754385966,12.280701754385966,77.9,-7.7,2018
370,Unai Bustinza,DF,Leganes,es La Liga,22.5,0,5.0,0.2,1011.0,70.0,269.0,416.0,304.0,0.6,66.0,13.0,67.0,31.0,18.0,44.0,40.9,37.0,35.0,79.0,1294.0,17.0,3.0,5.0,60.0,63.0,20.0,1.0,48.0,26.0,64.9,821.0,39.0,151.0,37.0,24.0,458.0,176.0,377.0,151.0,35,74.0,130.0,26.607319485657765,41.147378832838776,30.069238377843718,81.20672601384767,3.857566765578635,3.659742828882295,2.373887240356083,45.30168150346192,17.408506429277942,37.28981206726014,14.93570722057369,14.93570722057369,72.0,-2.0,2018
371,Ludovic Butelle,GK,Angers,fr Ligue 1,36.0,0,0.0,0.0,971.0,62.5,53.0,214.0,701.0,0.1,16.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1085.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,563.0,131.0,50.0,28.0,0.0,312.0,56.0,603.0,0.0,29,0.0,0.0,5.458290422245108,22.039134912461382,72.1936148300721,57.98146240988672,13.49124613800206,2.883625128733265,0.0,32.13182286302781,5.76725025746653,62.100926879505664,0.0,5.1493305870236865,60.5,2.0,2018
372,David Button,GK,Brighton,eng Premier League,4.0,0,0.0,0.0,106.0,41.5,2.0,11.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,114.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,63.0,9.0,4.0,0.0,0.0,18.0,0.0,88.0,0.0,4,0.0,0.0,1.8867924528301887,10.377358490566039,87.73584905660377,59.43396226415094,8.49056603773585,0.0,0.0,16.9811320754717,0.0,83.01886792452831,0.0,3.7735849056603774,46.6,-5.1,2018
373,Jakub Baszczykowski,FW,Wolfsburg,de Bundesliga,0.1,0,0.0,0.0,2.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,46.2,53.8,2018
374,Erick Cabaco,DF,Levante,es La Liga,18.1,2,10.0,1.1,708.0,72.9,207.0,284.0,200.0,0.2,60.0,6.0,59.0,9.0,10.0,30.0,33.3,37.0,21.0,49.0,895.0,10.0,3.0,4.0,75.0,58.0,7.0,0.0,23.0,27.0,46.0,658.0,37.0,71.0,33.0,1.0,409.0,102.0,197.0,13.0,8,50.0,117.0,29.23728813559322,40.112994350282484,28.24858757062147,92.93785310734464,5.2259887005649714,4.661016949152542,0.14124293785310735,57.76836158192091,14.40677966101695,27.824858757062145,1.8361581920903955,10.028248587570621,76.3,-3.4,2018
375,Willy Caballero,GK,Chelsea,eng Premier League,2.0,0,0.0,0.0,63.0,81.0,11.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,65.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,41.0,6.0,3.0,1.0,0.0,32.0,7.0,24.0,0.0,0,0.0,0.0,17.46031746031746,34.92063492063492,47.61904761904762,65.07936507936508,9.523809523809524,1.5873015873015872,0.0,50.79365079365079,11.11111111111111,38.095238095238095,0.0,4.761904761904762,72.2,8.8,2018
376,Remy Cabella,"MF,FW",Saint-Etienne,fr Ligue 1,33.3,8,81.0,8.0,2100.0,83.7,1051.0,734.0,235.0,5.7,179.0,57.0,200.0,115.0,20.0,98.0,20.4,44.0,12.0,83.0,2524.0,146.0,80.0,129.0,62.0,409.0,148.0,46.0,12.0,25.0,32.4,2011.0,39.0,404.0,30.0,65.0,1665.0,241.0,194.0,12.0,35,37.0,609.0,50.04761904761905,34.95238095238095,11.19047619047619,95.76190476190476,1.8571428571428572,1.4285714285714286,3.0952380952380953,79.28571428571429,11.476190476190476,9.238095238095237,0.5714285714285714,19.238095238095237,81.7,2.0,2018
377,Gustavo Cabral,DF,Celta Vigo,es La Liga,21.1,0,16.0,1.3,926.0,87.1,239.0,488.0,182.0,0.4,36.0,2.0,29.0,13.0,15.0,27.0,55.6,40.0,20.0,57.0,1157.0,18.0,1.0,1.0,100.0,34.0,2.0,0.0,55.0,31.0,64.0,898.0,27.0,100.0,20.0,0.0,685.0,104.0,137.0,1.0,17,86.0,63.0,25.809935205183585,52.69978401727862,19.65442764578834,96.97624190064795,2.915766738660907,2.159827213822894,0.0,73.97408207343412,11.23110151187905,14.794816414686824,0.1079913606911447,10.799136069114471,84.9,2.2,2018
378,Rafael Cabral,GK,Sampdoria,it Serie A,2.0,0,0.0,0.0,64.0,71.9,4.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,66.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,39.0,10.0,10.0,0.0,0.0,30.0,3.0,31.0,0.0,0,0.0,0.0,6.25,31.25,60.9375,60.9375,15.625,0.0,0.0,46.875,4.6875,48.4375,0.0,15.625,68.2,3.7,2018
